3.176	0.000	0.000	0.000	0.000	0.000	0.000	0.060	-0.002	1.022	1.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	0.000	0.005	12569.767	1.022	15.152	15.677	0.032	10.000	0.000	0.000	0.000
3.526	0.000	0.000	0.000	0.000	0.000	0.000	0.099	-0.002	1.010	1.001	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	0.000	0.005	12820.391	1.020	15.115	15.639	0.057	11.000	0.000	0.000	0.000
3.951	0.000	0.000	0.000	0.000	0.000	0.000	0.141	-0.002	1.013	1.004	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	1.000	0.005	12824.075	1.023	15.154	15.715	0.104	12.000	0.000	0.000	0.000
4.276	4.105	0.000	0.000	0.000	0.000	0.000	0.068	0.217	1.017	1.003	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	1.000	0.005	12655.949	1.020	15.163	15.613	0.036	13.000	0.000	0.000	0.000
4.626	0.000	0.000	0.000	0.000	0.000	0.000	0.115	0.244	1.013	1.005	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	2.000	0.005	12880.023	1.025	15.133	15.696	0.079	14.000	0.000	0.000	0.000
4.926	0.000	0.000	0.000	0.000	0.000	0.000	0.156	0.282	1.014	1.004	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	2.000	0.005	12820.445	1.023	15.050	15.723	0.078	15.000	0.000	0.000	0.000
5.227	0.000	0.000	0.000	0.000	0.000	0.000	4.404	0.337	1.023	1.006	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	2.000	0.005	12509.837	1.020	15.120	15.645	3.135	16.000	0.000	0.000	0.000
5.526	0.000	0.000	0.000	0.000	0.000	0.000	10.756	0.394	1.017	1.001	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	2.000	0.005	12714.048	1.022	15.179	15.620	8.807	17.000	0.000	0.000	0.000
5.827	0.000	0.000	0.000	0.000	0.000	0.000	12.450	0.681	1.013	1.009	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	3.000	0.005	12902.102	1.026	15.231	15.684	10.400	18.000	0.000	0.000	0.000
6.202	0.000	0.000	0.000	0.000	0.000	0.000	12.995	1.182	1.014	1.006	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	3.000	0.005	12800.634	1.023	15.020	15.669	10.955	19.000	0.000	0.000	0.000
6.576	0.000	0.000	0.000	0.000	0.000	0.000	13.211	2.034	8.610	5.272	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	3.000	0.039	300.000	1.064	15.114	15.574	11.162	20.000	0.000	0.000	0.000
7.001	5.681	5.182	6.901	0.000	0.000	0.000	13.288	2.803	9.108	8.069	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	4.000	0.042	300.000	1.148	14.917	15.530	11.263	21.000	1.000	0.000	0.000
7.326	511.227	398.119	293.892	335.953	351.822	317.297	13.272	3.439	9.193	8.699	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	4.000	0.042	2474.077	3.397	14.800	15.475	11.252	22.000	1.000	1.000	0.000
7.701	642.620	413.770	421.250	343.062	353.458	316.164	13.307	4.093	9.158	8.758	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	5.000	0.042	3866.924	4.523	14.874	15.329	11.289	23.000	0.000	1.000	0.000
8.026	686.075	513.520	483.990	341.936	352.889	315.093	13.316	4.695	20.719	13.435	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	5.000	0.095	-12924.656	5.432	14.827	15.498	11.300	24.000	0.000	1.000	0.000
8.327	906.127	757.873	659.255	337.189	347.644	311.620	13.344	5.221	28.242	23.351	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	5.000	0.129	1450.110	8.908	14.833	15.449	11.316	25.000	0.000	1.000	0.000
8.676	1057.750	976.102	798.625	335.027	343.040	305.092	13.303	5.855	28.930	26.527	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	6.000	0.133	2965.498	12.107	14.772	15.338	11.313	26.000	0.000	1.000	0.000
8.976	1101.344	1091.410	872.640	330.253	340.617	301.580	13.329	6.427	29.076	27.676	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	6.000	0.133	3610.149	13.726	14.677	15.366	11.331	27.000	0.000	1.000	0.000
9.327	1170.735	1129.126	916.108	328.307	336.665	302.705	13.312	7.106	29.172	28.015	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	6.000	0.134	3986.779	14.709	14.763	15.559	11.296	28.000	0.000	1.000	0.000
9.676	1168.655	1102.976	915.793	330.337	340.149	302.960	13.348	7.682	29.242	28.143	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	7.000	0.134	4074.750	14.972	14.656	15.503	11.339	29.000	0.000	1.000	0.000
9.976	1118.361	1094.348	895.891	327.901	336.771	299.597	13.331	7.855	29.320	28.206	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	7.000	0.134	4122.785	15.137	14.230	16.085	11.337	30.000	0.000	1.000	0.000
10.276	1036.731	1165.122	964.571	330.783	337.755	302.611	13.273	8.055	29.335	28.229	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	7.000	0.135	4163.392	15.251	14.721	16.500	11.282	31.000	0.000	1.000	0.000
10.576	1217.846	1103.569	921.551	328.649	341.000	302.426	13.298	8.041	29.360	28.250	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	7.000	0.135	4192.645	15.341	14.516	16.999	11.325	32.000	0.000	1.000	0.000
10.876	1229.765	1160.303	965.966	327.526	336.994	302.129	13.303	8.002	29.375	28.256	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	8.000	0.135	4184.216	15.326	14.637	17.213	11.313	33.000	0.000	1.000	0.000
11.176	1183.213	1170.896	942.459	326.924	337.733	300.463	13.261	7.979	29.394	28.263	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	8.000	0.135	4208.606	15.401	14.616	17.645	11.280	34.000	0.000	1.000	0.000
11.476	1163.444	1109.393	967.820	327.802	337.150	306.656	13.281	7.972	29.408	28.277	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	8.000	0.135	4206.650	15.403	14.481	18.051	11.345	35.000	0.000	1.000	0.000
11.776	1269.710	1183.214	998.418	325.984	334.186	300.277	13.248	8.030	29.403	28.278	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	9.000	0.135	4230.560	15.464	14.571	18.514	11.272	36.000	0.000	1.000	0.000
12.076	1239.965	1143.165	875.512	325.043	338.358	302.454	13.258	8.033	29.436	28.296	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	9.000	0.135	4127.573	15.209	14.363	19.069	11.292	37.000	0.000	1.000	0.000
12.376	1156.340	1231.339	979.713	325.712	334.794	301.253	13.249	8.073	29.457	28.317	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	9.000	0.135	4248.364	15.539	14.559	19.298	11.292	38.000	0.000	1.000	0.000
12.676	1206.790	1224.241	988.449	327.820	335.304	303.042	13.208	8.053	29.467	28.331	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	10.000	0.135	4211.634	15.447	14.607	19.687	11.268	39.000	0.000	1.000	0.000
12.976	1204.944	1132.929	1014.987	328.964	337.486	302.995	13.213	8.022	29.473	28.345	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	10.000	0.135	4289.498	15.658	14.717	19.959	11.281	40.000	0.000	1.000	0.000
13.226	1133.996	1134.110	977.642	328.328	338.545	303.103	13.174	7.951	29.480	28.351	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	10.000	0.135	4169.839	15.343	14.506	20.370	11.217	41.000	0.000	1.000	0.000
13.526	1099.881	1126.357	1020.937	326.151	337.983	302.510	13.182	7.891	29.502	28.367	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	10.000	0.135	4275.313	15.635	14.695	20.633	11.253	42.000	0.000	1.000	0.000
13.826	1129.234	1102.424	996.057	328.782	339.265	303.082	13.182	7.845	29.513	28.376	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	11.000	0.135	4193.883	15.424	14.608	20.874	11.238	43.000	0.000	1.000	0.000
14.176	1068.111	1156.439	1053.369	327.993	337.428	302.003	13.144	7.820	29.518	28.384	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	11.000	0.135	4220.968	15.499	14.617	21.063	11.203	44.000	0.000	1.000	0.000
14.476	1105.326	1115.685	1074.007	326.298	338.272	302.662	13.130	7.767	29.535	28.408	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	11.000	0.135	4218.527	15.501	14.650	21.462	11.218	45.000	0.000	1.000	0.000
14.826	1040.210	1096.547	1050.968	328.466	337.055	302.668	13.118	7.749	29.530	28.401	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	12.000	0.135	4188.480	15.419	14.429	21.601	11.177	46.000	0.000	1.000	0.000
15.127	997.575	1086.289	1068.958	330.870	338.572	301.119	13.097	7.728	29.538	28.411	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	12.000	0.135	4232.977	15.541	14.693	21.850	11.184	47.000	0.000	1.000	0.000
15.426	1127.849	1176.870	1086.517	326.268	335.601	297.710	13.084	7.708	29.548	28.422	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	12.000	0.135	4255.657	15.607	14.626	21.923	11.160	48.000	0.000	1.000	0.000
15.726	1128.816	1120.619	1035.600	326.472	340.810	301.752	13.066	7.679	29.556	28.415	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	13.000	0.136	4200.199	15.463	14.782	21.770	11.145	49.000	0.000	1.000	0.000
16.026	1044.659	1145.009	1072.448	324.546	337.187	298.994	13.042	7.591	29.549	28.426	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	13.000	0.135	4205.395	15.474	14.390	22.046	11.145	50.000	0.000	1.000	0.000
16.376	1069.263	1148.910	1063.828	328.145	337.895	303.480	13.057	7.532	29.556	28.435	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	13.000	0.136	4205.432	15.477	14.314	22.352	11.157	51.000	0.000	1.000	0.000
16.676	986.121	1091.044	1047.866	329.004	338.901	302.752	13.035	7.518	29.560	28.433	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	14.000	0.136	4202.536	15.472	14.304	22.401	11.134	52.000	0.000	1.000	0.000
16.976	1022.412	1059.044	1111.062	325.717	337.681	299.700	13.033	7.579	29.557	28.447	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	14.000	0.136	4221.193	15.520	14.329	22.647	11.122	53.000	0.000	1.000	0.000
17.304	263.018	353.071	85.421	30.360	78.788	56.947	12.993	7.675	29.556	28.394	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	14.000	0.136	3326.643	13.262	14.629	22.663	11.084	54.000	0.000	0.000	1.000
17.653	0.000	0.000	0.000	0.000	0.000	0.000	12.939	7.656	29.296	28.255	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	15.000	0.134	300.000	4.766	14.539	22.621	11.029	55.000	0.000	0.000	1.000
17.976	0.000	0.000	0.000	0.000	0.000	0.000	12.945	7.694	26.819	25.973	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	15.000	0.123	300.000	3.716	14.439	22.703	11.031	56.000	0.000	0.000	1.000
18.308	0.000	0.000	0.000	0.000	0.000	0.000	12.923	7.748	24.460	23.710	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	15.000	0.112	300.000	3.297	14.506	22.860	11.018	57.000	0.000	0.000	0.000
18.702	0.000	0.000	0.000	0.000	0.000	0.000	12.912	7.829	22.542	21.871	17.000	17.000	17.000	17.000	17.000	17.000	17.000	17.000	1.000	2.000	2016.000	15.000	35.000	16.000	0.103	300.000	3.038	14.454	22.838	11.010	58.000	0.000	0.000	0.000
